WordChunk,VisualStrength,AuditoryStrength,GustatoryStrength,OlfactoryStrength,TactileStrength,Word,POS,Modality,AnyPositive,AllEqual
fidget__v,0.044474624,0.020311785,0.04928095,0,0,fidget,v,Gustatory,yes,no
crater__n,0,-0.030709816,0.075020269,0.10493754,0.037039697,crater,n,Olfactory,yes,no
zerumbet__n,0,0,0.109291768,0,0.045162357,zerumbet,n,Gustatory,yes,no
troops__n,-0.001260776,-0.005806558,-0.109947074,0,0.01667537,troops,n,Haptic,yes,no
milky__a,0.077851216,0,0,0,0,milky,a,Visual,yes,no
assemblage__n,0.074124707,0,0,0,-0.003194646,assemblage,n,Visual,yes,no
antibiotic__n,-0.056356866,0.024461305,-0.049049746,0,0.000220399,antibiotic,n,Auditory,yes,no
stomp__v,-0.001826986,0.0107646,0.034295249,0.128496222,0.027200494,stomp,v,Olfactory,yes,no
suggest__v,-0.015544647,-0.024906414,-0.01208859,-0.105245276,-0.026627764,suggest,v,Gustatory,no,no
foresight__n,0,0.017868797,0,0,-0.000997935,foresight,n,Auditory,yes,no
antibiotic__a,-0.003646382,0.034080406,0,0,0,antibiotic,a,Auditory,yes,no
shorten__v,-0.014416835,0.012749922,-0.007754769,0,-0.033928579,shorten,v,Auditory,yes,no
consistency__n,0.000455902,-0.043549987,0.092353593,0.028256152,-0.027471464,consistency,n,Gustatory,yes,no
amend__v,0.030812032,-0.037219648,0,0,-0.074777761,amend,v,Visual,yes,no
depression__n,-0.037343829,-0.03946248,-0.064346979,0,0.032242804,depression,n,Haptic,yes,no
telogen__a,0.014218718,0,0,0,0.078649691,telogen,a,Haptic,yes,no
full-blown__a,-0.017718558,-0.000743253,0,0,0.028362072,full-blown,a,Haptic,yes,no
custody__n,-0.060202768,0.005582302,-0.06254772,0.031775209,0.040317788,custody,n,Haptic,yes,no
corvette__n,0,-0.01267658,0.068668528,0,0.05750722,corvette,n,Gustatory,yes,no
powerful__a,0.016115925,-0.045700717,-0.026123934,0.016291561,-0.012819117,powerful,a,Olfactory,yes,no
purchaser__n,-0.097274823,-0.052618758,0,0,-0.053813928,purchaser,n,Gustatory,no,no
hunch__n,-0.01340196,0.034688661,0,0,0.013842613,hunch,n,Auditory,yes,no
boat__n,0.022123534,-0.021229065,-0.018566142,0,0.015335746,boat,n,Visual,yes,no
hunch__v,0.004688885,0,0.066267697,0,0,hunch,v,Gustatory,yes,no
slang__n,-0.002123113,-0.003371342,-0.006737312,0,-0.014674142,slang,n,Olfactory,no,no
universal__a,0.007818558,-0.030601554,-0.01304653,0.056590974,-0.010663127,universal,a,Olfactory,yes,no
convince__v,-0.029996362,0.006184648,-0.040686634,0,-0.022554918,convince,v,Auditory,no,no
inappropriate__a,-0.000677895,0.041293353,-0.02933106,0,-0.0769563,inappropriate,a,Auditory,yes,no
stainless__a,-0.032827996,0,0,0,0.035241635,stainless,a,Haptic,yes,no
daddy__r,0,0.0653101,0,0,0.074167058,daddy,r,Haptic,yes,no
righteous__a,0.018494052,-0.027399519,-0.010867642,0,0,righteous,a,Visual,yes,no
wimp__n,0.04236469,0,0,0,0.012829855,wimp,n,Visual,yes,no
nascent__a,0.068559737,0,0.037130082,0,0,nascent,a,Visual,yes,no
greek__a,-0.008247285,-0.050017417,-0.001425192,0,-0.028912419,greek,a,Olfactory,no,no
guru__n,0.013155849,-0.017879253,0.013188401,0,-0.008226904,guru,n,Gustatory,yes,no
undercard__n,0,0.02631485,0.021733931,0,-0.012442341,undercard,n,Auditory,yes,no
downfield__n,-0.020816569,0,0.040054431,0,0.054979314,downfield,n,Haptic,yes,no
subtract__v,0,-0.00412283,0.064043681,0,0,subtract,v,Gustatory,yes,no
ace__n,-0.015196388,-0.045628738,0.008862013,0,0.036969274,ace,n,Haptic,yes,no
influx__n,-0.009190555,0.032663047,0.018369517,0,-0.085119585,influx,n,Auditory,yes,no
haunting__n,0,-0.048184556,0.067456792,0,0.008517801,haunting,n,Gustatory,yes,no
haunting__a,0.024518373,-0.028848282,0.051787147,0,-0.053945321,haunting,a,Gustatory,yes,no
diatribe__n,0.002626479,0.007837094,0.067212081,0,0,diatribe,n,Gustatory,yes,no
slot__v,0.024003809,0,0.096020862,0,0,slot,v,Gustatory,yes,no
immunodeficiency__n,0.046551219,0,0,0,0,immunodeficiency,n,Visual,yes,no
slot__n,-0.049592203,-0.030342111,0.00270085,0,0.02921976,slot,n,Haptic,yes,no
eccentricity__n,0.014218718,0,0.047006127,0,0,eccentricity,n,Gustatory,yes,no
motif__n,0.020923087,-0.046823635,-0.016808537,0.075403057,0.004217611,motif,n,Olfactory,yes,no
paranoia__n,0.020024728,-0.024633796,-0.014753474,0,0.008613201,paranoia,n,Visual,yes,no
chronically__r,0,0.02631485,0,0,0,chronically,r,Auditory,yes,no
throat__n,0.021236826,-0.012740719,0.020959142,0.053914317,0.035545946,throat,n,Olfactory,yes,no
crossbar__n,0,0.027008131,0.04207089,0,0.007894618,crossbar,n,Gustatory,yes,no
glossy__a,0.103062213,-0.044067288,-0.017654816,0.098791034,-0.004972455,glossy,a,Visual,yes,no
ural__a,0,0,0.151657737,0,0.064320609,ural,a,Gustatory,yes,no
imaginable__n,0,-0.013653047,0.029141027,0,-0.005035245,imaginable,n,Gustatory,yes,no
conceive__v,-0.024659548,-0.035867489,0.026017062,0,-0.061956831,conceive,v,Gustatory,yes,no
cheek__n,0.056580655,-0.02691825,0.008862013,0,0.048488726,cheek,n,Visual,yes,no
regulatory__a,-0.00508342,-0.034790922,-0.065443674,-0.01412646,-0.059730646,regulatory,a,Visual,no,no
profit-sharing__a,0,0.067752279,0,0,0,profit-sharing,a,Auditory,yes,no
grout__n,-0.003822846,-0.059813338,0.092400326,0.151674289,-0.0248649,grout,n,Olfactory,yes,no
fraiche__n,-0.010148809,0,0.123454196,0.164962974,-0.011576215,fraiche,n,Olfactory,yes,no
trendy__a,-0.076666187,0.002169649,-0.008296335,0,-0.044693588,trendy,a,Auditory,no,no
faulty__a,-0.035643024,0.004002967,0.000128754,0,-0.011542553,faulty,a,Auditory,no,no
unresponsive__a,0.044571335,-0.013653047,0,0,0,unresponsive,a,Visual,yes,no
scorecard__n,0,0,0.037476294,0,0.068500552,scorecard,n,Haptic,yes,no
handwritten__a,-0.057213769,-0.022079331,0.002647158,0,0.002575087,handwritten,a,Gustatory,no,no
fret__v,-0.024927505,-0.035418434,0,0,0.001981288,fret,v,Haptic,no,no
matchup__n,-0.046826236,-0.026368152,0.037161636,0,-0.007268598,matchup,n,Gustatory,yes,no
apathetic__a,0.023466676,0.054163254,0.009010565,0,0.001887293,apathetic,a,Auditory,yes,no
improved__a,-0.01883538,-0.011706922,0,0,-0.031201303,improved,a,Gustatory,no,no
pounding__n,0.005810962,-0.043978288,0.084035503,0,0.051593666,pounding,n,Gustatory,yes,no
blurry__a,0.042816718,0.016079282,0,0,0.054979314,blurry,a,Haptic,yes,no
ferocious__a,0.007601065,-0.092286498,0.051460482,0,0.030034179,ferocious,a,Gustatory,yes,no
unnamed__a,-0.090880889,0.038455424,-0.05809348,0,5.60E-05,unnamed,a,Auditory,yes,no
utter__v,-0.025653731,-0.0161128,-0.038180683,0,-0.016256233,utter,v,Olfactory,no,no
man-eating__a,0,0,0.109291768,0,0.074167058,man-eating,a,Gustatory,yes,no
sweet__a,-0.076080683,-0.094095485,0.166963212,0.33598811,-0.074267555,sweet,a,Olfactory,yes,no
reputedly__r,0.053798429,0,0,0,0,reputedly,r,Visual,yes,no
microsystems__n,-0.022169356,0.000525255,-0.049049746,0,-0.023648476,microsystems,n,Auditory,no,no
sweet__n,0,0,0.13594032,0.269891332,0,sweet,n,Olfactory,yes,no
avalanche__n,0.000426511,-0.049152362,-0.004287304,0.13996754,0.045955631,avalanche,n,Olfactory,yes,no
constantly__r,-0.022442296,0.002133423,-0.014644694,-0.054750831,0.02761157,constantly,r,Haptic,yes,no
calif.-based__a,0,0.056215009,0,0,0,calif.-based,a,Auditory,yes,no
address__v,-0.009054187,0.01779324,-0.047603713,-0.081249066,-0.074748907,address,v,Auditory,yes,no
home-run__a,0,0,0,0,0.035865088,home-run,a,Haptic,yes,no
address__n,-0.024912972,0.007607311,-0.106241068,0,-0.033068969,address,n,Auditory,no,no
divergent__a,0.068559737,-0.043112359,0,0,0,divergent,a,Visual,yes,no
convention__n,0.021321363,-0.020695341,-0.032978261,0,-0.012453807,convention,n,Visual,yes,no
expensive__a,-0.007227404,-0.00565789,-0.047541851,0,-0.01991674,expensive,a,Olfactory,no,no
dill__n,-0.052517916,0,0.182251089,0,-0.034943435,dill,n,Gustatory,yes,no
dill__a,0,0,0.118431102,0,0,dill,a,Gustatory,yes,no
doping__n,0.057048883,-0.017459524,0,0,0,doping,n,Visual,yes,no
game-tying__a,-0.071369346,-0.055882924,0.007945103,0,0.059284924,game-tying,a,Haptic,yes,no
cordial__a,0,-0.005317779,0,0,0.031142986,cordial,a,Haptic,yes,no
agent__n,-0.000338376,0.011872609,-0.074651967,-0.093346648,-0.01568656,agent,n,Auditory,yes,no
protection__n,-0.031824253,0.014032351,-0.041792337,0,-0.056551435,protection,n,Auditory,yes,no
loath__a,0.067011576,0,0,0,0,loath,a,Visual,yes,no
short-haul__a,0,0,0,0,0.030338017,short-haul,a,Haptic,yes,no
utilities__n,-0.037900193,-0.029066962,0.015798095,0,-0.039327598,utilities,n,Gustatory,yes,no
patronizing__a,0,0.050037412,0,0,0,patronizing,a,Auditory,yes,no
orthopedic__a,0.061102728,-0.013653047,0,0,-0.005035245,orthopedic,a,Visual,yes,no
affiliate__v,-0.008347558,-0.006038283,-0.022179125,0,-0.058576378,affiliate,v,Olfactory,no,no
peacekeeper__n,0,0.024098024,0,0,0.003560519,peacekeeper,n,Auditory,yes,no
taping__n,0.03677176,0.004544543,0,0,-0.034255402,taping,n,Visual,yes,no
battered__a,0.033939223,-0.006452735,-0.003551694,0,-0.02967843,battered,a,Visual,yes,no
sympathy__n,-0.010695902,0.014068812,-0.061643237,0,0.011428964,sympathy,n,Auditory,yes,no
five-year__a,-0.014821821,-0.017189143,-0.026059131,0,-0.013140136,five-year,a,Olfactory,no,no
imitation__n,0.025145688,-0.014998746,0.040074436,0,-0.028518507,imitation,n,Gustatory,yes,no
t-shirts__n,0.020056816,-0.047346,-0.000656733,0,-0.048599572,t-shirts,n,Visual,yes,no
getaway__a,0,0.022286029,0,0,0.051853905,getaway,a,Haptic,yes,no
manhattan__n,-0.007937192,0.024098024,0,0,-0.069862308,manhattan,n,Auditory,yes,no
arithmetic__n,-0.003646382,0,0,0,0.022576404,arithmetic,n,Haptic,yes,no
speechwriter__n,-0.023437494,0.074073199,0,0,-0.0248649,speechwriter,n,Auditory,yes,no
barbless__a,0,0,0,0,0.066105594,barbless,a,Haptic,yes,no
magnolia__a,0.065709471,0,0,0,0,magnolia,a,Visual,yes,no
magnolia__n,0,0,0,0,0.073508316,magnolia,n,Haptic,yes,no
reckon__v,-0.096939175,-0.0161128,0,0,-0.016256233,reckon,v,Gustatory,no,no
object__n,0.053355617,-0.055188747,-0.040514438,-0.061696905,-0.010437368,object,n,Visual,yes,no
moment__n,0.010434193,-0.010566521,-0.016389579,-0.088096018,0.006496895,moment,n,Visual,yes,no
vulgar__a,0,-0.015360976,0.028620692,0,0,vulgar,a,Gustatory,yes,no
ability__n,-0.004836561,0.009833942,-0.048051621,-0.081591766,0.001678067,ability,n,Auditory,no,no
high-volume__a,0,0,0,0,0.068500552,high-volume,a,Haptic,yes,no
object__v,-0.020144611,0.001451445,-0.063375945,0,-0.027851831,object,v,Auditory,no,no
elitist__a,0.00954111,0,0,0,0.008113705,elitist,a,Visual,no,no
uninsured__a,0.023734562,-0.000901517,-0.061767008,-0.018148525,-0.059708393,uninsured,a,Visual,yes,no
bland__a,-0.016852478,0,0.155742494,0,-0.051103896,bland,a,Gustatory,yes,no
yacht__n,-0.022933834,-0.010847198,-0.080349743,0,0.027805372,yacht,n,Haptic,yes,no
non-hispanic__a,0.053798429,0,0,0,0,non-hispanic,a,Visual,yes,no
highly__r,-0.032550709,-0.018615111,-0.013537834,-0.047250289,-0.04316675,highly,r,Gustatory,no,no
tomboy__n,0,0.036544555,0,0,0,tomboy,n,Auditory,yes,no
roil__v,-0.022459779,0.0107646,0.043311109,0,-0.013026509,roil,v,Gustatory,yes,no
orient__v,0.02815316,0,0,0,0,orient,v,Visual,yes,no
carping__n,0,0,0.076061995,0,0.012829855,carping,n,Gustatory,yes,no
cornmeal__n,-0.003646382,0,0.143698907,0,0,cornmeal,n,Gustatory,yes,no
congressional__a,-0.021346129,0.009267417,-0.079637005,0,-0.024204382,congressional,a,Auditory,no,no
pint__a,0,0,0.149480609,0,0,pint,a,Gustatory,yes,no
decay__v,0,-0.000723183,0,0,0.073393733,decay,v,Haptic,yes,no
in-breeding__n,0.100029934,0,0,0,0,in-breeding,n,Visual,yes,no
ratio__n,0.007333886,-0.030293509,-0.019395888,0,-0.128254856,ratio,n,Visual,no,no
chair__n,0.023827031,-0.019837208,-0.00254869,0,0.000749383,chair,n,Visual,yes,no
philanthropy__n,0.027921446,-0.00412283,0,0,0,philanthropy,n,Visual,yes,no
chair__v,-0.010654261,0.036110618,-0.050249692,0,-0.040117509,chair,v,Auditory,yes,no
decay__n,0.0049158,-0.05147807,0.055737738,0,0.003459725,decay,n,Gustatory,yes,no
saver__n,-0.031050147,0.01768284,0.038972341,0,-0.013044478,saver,n,Gustatory,yes,no
decor__n,0.045809208,0,-0.026156204,0,-0.060332475,decor,n,Visual,yes,no
measurable__a,0.05022586,-0.036617776,0,0,0,measurable,a,Visual,yes,no
self-conscious__a,0.03677176,0.004544543,-0.026156204,0,0.025197753,self-conscious,a,Visual,yes,no
kan.-based__a,0,0.071127833,0,0,0.030302062,kan.-based,a,Auditory,yes,no
navigate__v,-0.023990576,-0.050994,0.004836058,0.041783286,-0.006095756,navigate,v,Olfactory,yes,no
excursion__n,0.021896014,0,-0.054844288,0,-0.029819582,excursion,n,Visual,yes,no
searing__a,0,0.006106793,0,0,0.01496375,searing,a,Haptic,yes,no
nook__n,0.063301002,0,0,0,0,nook,n,Visual,yes,no
polished-looking__a,0.069979672,0.059322713,0,0,0.068500552,polished-looking,a,Visual,yes,no
reggae__a,0.039664066,0,0.088659426,0,0.051785361,reggae,a,Gustatory,yes,no
store__v,-0.010697811,-0.046620631,0.030174838,-0.036013626,0.006646204,store,v,Gustatory,yes,no
colorcode__v,0,0,0,0,0.100611126,colorcode,v,Haptic,yes,no
sphere__n,0.021154864,-0.040499374,-0.022796609,0,-0.010753016,sphere,n,Visual,yes,no
store__n,-0.024282434,-0.023786965,-0.01420528,0.01253516,-0.013710894,store,n,Olfactory,yes,no
enhanced__a,-0.03687681,-0.046883475,0,0,0.008276672,enhanced,a,Haptic,no,no
mortar__n,-0.025653731,0.014053708,-0.018862157,0,0.023839132,mortar,n,Haptic,yes,no
rejuvenate__v,-0.076808713,0.006065143,0.053211826,0.123922906,0.00570654,rejuvenate,v,Olfactory,yes,no
accomplish__v,-0.005978013,0.025140336,-0.071368139,0,-0.002532266,accomplish,v,Auditory,yes,no
pollutant__n,-0.03687681,0,-0.004089401,0,0,pollutant,n,Auditory,no,no
outsell__v,0.031690925,0,0,0,0,outsell,v,Visual,yes,no
rubble__n,0.052551411,-0.067066633,-0.058652476,0,-0.013284493,rubble,n,Visual,yes,no
two-hitter__n,-0.014870911,0,-0.008683997,0,0.019340485,two-hitter,n,Haptic,yes,no
galling__a,0.012880472,0,0.018318043,0,0,galling,a,Gustatory,yes,no
fragmented__a,-0.011926013,0.006603314,-0.0514284,0,-0.026181709,fragmented,a,Auditory,no,no
hourlong__a,0.003584205,0.026013531,-0.038180683,0,-0.039731916,hourlong,a,Auditory,yes,no
manuscript__n,0.00218825,0.00318039,-0.10785439,0,-0.025784743,manuscript,n,Auditory,no,no
resurgent__a,0,-0.011991899,-0.029486659,0,-0.00281406,resurgent,a,Visual,no,no
oppose__v,-0.033202894,0.023297065,-0.030469481,-0.067335601,-0.051490547,oppose,v,Auditory,yes,no
stimulate__v,0.0222021,-0.022962628,0.002546952,0,-0.008085341,stimulate,v,Visual,yes,no
co-founder__n,-0.039622466,0.048812291,-0.017448191,0,-0.055428763,co-founder,n,Auditory,yes,no
weird__a,0.024797376,0.020647694,-0.019578761,0,-0.010843964,weird,a,Visual,yes,no
pliable__a,0.009283481,0,0,0,0,pliable,a,Visual,no,no
filler__n,0,0.030966337,0.046645994,0,-0.009087092,filler,n,Gustatory,yes,no
speciality__n,0,0,0.092501057,0,0,speciality,n,Gustatory,yes,no
locally__r,-0.014104232,-0.04836384,0.038325423,0,0.014167252,locally,r,Gustatory,yes,no
hectic__a,-0.043130337,0.054168942,0.03005215,0,-0.024463959,hectic,a,Auditory,yes,no
chameleon__n,0.071933157,-0.017000308,0,0,0,chameleon,n,Visual,yes,no
unhappy__a,-0.021291365,-0.039351963,0.152963222,0,-0.06248926,unhappy,a,Gustatory,yes,no
every-day__a,0,0,0,0,0.061844926,every-day,a,Haptic,yes,no
curvy__a,0.066520192,0,0.04928095,0,-0.033330436,curvy,a,Visual,yes,no
trimming__n,0,0,0.087495734,0,0.052371023,trimming,n,Gustatory,yes,no
mid-afternoon__n,0,0,0.156078163,0,0,mid-afternoon,n,Gustatory,yes,no
unplug__v,-0.012550576,-0.049220389,-0.006426315,0,-0.040602587,unplug,v,Olfactory,no,no
rowing__n,0.015664912,0.013397826,-0.018820611,0,-0.006827945,rowing,n,Visual,yes,no
inaudible__a,0.067533,0.028700767,0,0,0,inaudible,a,Visual,yes,no
bodily__a,-0.011588402,0.006410936,0.022785727,0,0,bodily,a,Gustatory,yes,no
markedly__r,0.005945598,-0.00471136,0.004472421,0,-0.030652289,markedly,r,Visual,no,no
courtesy__n,0.013854,-0.070838311,0.025132357,0,0.006551213,courtesy,n,Gustatory,yes,no
prevail__v,-0.023994837,-0.022400903,0.010985228,-0.006444429,-0.037358509,prevail,v,Gustatory,yes,no
deterrent__n,-0.030749046,0.024287406,0,0,0,deterrent,n,Auditory,yes,no
regulator__n,0.038005783,-0.000328394,-0.074648478,0,-0.042434022,regulator,n,Visual,yes,no
gratification__n,-0.03687681,-0.000758181,0,0,0,gratification,n,Gustatory,no,no
d.c.-based__a,0,-0.009615736,0,0,0.026725755,d.c.-based,a,Haptic,yes,no
casualty__n,-0.024586727,0.007962164,-0.025034941,0,0.016185784,casualty,n,Haptic,yes,no
bidder__n,-0.017168147,0.009685665,-0.021399279,0.025851731,-0.018763786,bidder,n,Olfactory,yes,no
vacationer__n,-0.001334941,-0.027384518,-0.029486659,0,-0.037678281,vacationer,n,Olfactory,no,no
challenge__v,-0.015753729,0.002003943,-0.057775724,0,-0.037632736,challenge,v,Auditory,no,no
challenge__n,-0.010630646,0.013402857,-0.039510315,-0.06447998,-0.038519064,challenge,n,Auditory,yes,no
boyish__a,0.098727156,-0.053661716,0,0,0,boyish,a,Visual,yes,no
dollop__n,0.023224004,0,0.021146729,0,0.035129931,dollop,n,Haptic,yes,no
wondrous__a,0,-0.063619815,0.09672187,0.116770257,-0.00926961,wondrous,a,Olfactory,yes,no
leek__n,-0.024196064,-0.16254029,0.197832095,0.002872149,-0.009900584,leek,n,Gustatory,yes,no
entwine__v,-0.002392216,0,0,0,-0.030718524,entwine,v,Auditory,no,no
lay__v,0.000536653,-0.027037289,0.034507017,-0.10077018,-0.003715472,lay,v,Gustatory,yes,no
functional__a,0.038532181,-0.017494668,-0.046582974,0,0.002911701,functional,a,Visual,yes,no
meaningful__a,0.014107241,-0.021370026,-0.02834474,0,-0.026006625,meaningful,a,Visual,yes,no
leek__v,0,0,0.118431102,0,0,leek,v,Gustatory,yes,no
viral__a,-0.001334941,-0.011991899,-0.029486659,0,-0.06366293,viral,a,Olfactory,no,no
espouse__v,0,-0.014730785,0,0,-0.018293255,espouse,v,Visual,no,no
lay__a,0.00954111,0,0.015068851,0,0,lay,a,Gustatory,yes,no
bookmark__n,-0.051737105,0,0.02852743,0,0.043181121,bookmark,n,Haptic,yes,no
panicked__a,0,0.052810073,0,0,0.061844926,panicked,a,Haptic,yes,no
midafternoon__n,0,0,0,0,0.01496375,midafternoon,n,Haptic,yes,no
nearby__a,-0.012768432,-0.019238964,-0.029702111,0.006079951,0.004833016,nearby,a,Olfactory,no,no
duck__n,-0.054230246,-0.026173801,0.185271342,-0.075159647,-0.018086001,duck,n,Gustatory,yes,no
nearby__r,0.018625198,-0.02353084,-0.026102864,0,-0.016899792,nearby,r,Visual,yes,no
duck__v,-0.004829517,-0.021871979,-0.030040049,0,0.036310895,duck,v,Haptic,yes,no
poorest__a,-0.024507438,-0.014252932,0.002328926,0.014981533,-0.04880319,poorest,a,Olfactory,yes,no
dreamlike__a,0.04236469,0.052810073,0,0,0.012829855,dreamlike,a,Auditory,yes,no
anti-poker__a,0.040580646,0.046391924,0,0,-0.008841722,anti-poker,a,Auditory,yes,no
composer__n,-0.06941183,-0.00310656,-0.10076328,0,-0.016480459,composer,n,Olfactory,no,no
ear-splitting__a,0,0,0.071494841,0,0,ear-splitting,a,Gustatory,yes,no
hundredth__n,0,0.071127833,0,0,0.030302062,hundredth,n,Auditory,yes,no
chimp__n,0.007221819,0.064960919,0,0,-0.052616283,chimp,n,Auditory,yes,no
awe-struck__a,0.074964391,0,0,0,0.023954859,awe-struck,a,Visual,yes,no
width__n,-0.036122315,-0.046613244,0.014050153,0,0.00155359,width,n,Gustatory,yes,no
intone__v,0.03053796,0.019620471,0,0,-0.011182553,intone,v,Visual,yes,no
stop__v,-0.061539642,-0.042439755,-0.06090785,-0.095668245,0.162560398,stop,v,Haptic,yes,no
roasting__n,0,-0.030823234,0.104082246,0,0.00492972,roasting,n,Gustatory,yes,no
atlanta__n,0.113130118,0,0,0,0,atlanta,n,Visual,yes,no
stop__n,0.029672056,-0.020817954,-0.038809375,0,-0.010997765,stop,n,Visual,yes,no
olympics__n,-0.019795857,-0.035506161,-0.081251526,0,-0.014044786,olympics,n,Olfactory,no,no
expert__n,-0.049778443,0.073122671,-0.084220929,-0.129522416,-0.078259708,expert,n,Auditory,yes,no
kill__v,-0.100496157,-0.02364451,-0.071932081,-0.111358298,0.168592419,kill,v,Haptic,yes,no
expert__a,0.006673736,-0.00412283,-0.034189451,0,-0.023280045,expert,a,Visual,no,no
subversive__n,0.055443772,0,0,0,0,subversive,n,Visual,yes,no
subversive__a,0.003314699,-0.006969664,0.009010565,0,0,subversive,a,Gustatory,no,no
dicey__a,0.009732747,-0.020433173,0,0,0.008276672,dicey,a,Visual,no,no
gamut__n,0,-0.036617776,0.034099082,0,0,gamut,n,Gustatory,yes,no
slugger__n,0.01345784,-0.030741413,-0.008296335,0,0.036030672,slugger,n,Haptic,yes,no
challenger__n,0.029936881,-0.04565039,-0.047070607,0,-0.008445867,challenger,n,Visual,yes,no
continuously__r,-0.006698101,0.056996791,-0.046582974,0,0.012737247,continuously,r,Auditory,yes,no
aural__a,0,0.016079282,0,0,0.041337598,aural,a,Haptic,yes,no
outperform__v,-0.041111441,0.013216783,-0.026294574,0,0.006122981,outperform,v,Auditory,yes,no
hustler__n,0,0,0.077734852,0.224272675,0.041337598,hustler,n,Olfactory,yes,no
irrepressible__a,0.076742651,-0.061743769,-0.018949696,0,-0.026848903,irrepressible,a,Visual,yes,no
grizzled__a,0.044711246,-0.00077018,0.02852743,0,-0.053125967,grizzled,a,Visual,yes,no
strategist__n,-0.011465023,0.05109049,-0.071206418,0,-0.05669073,strategist,n,Auditory,yes,no
